"project";"sampling_year";"species_code_fao";"sex";"fork_length";"whole_fishweight"
"BIOMCO";1987;"YFT";"M";138;52.5
"BIOMCO";1987;"YFT";"M";132;42
"BIOMCO";1987;"YFT";"M";138;47
"BIOMCO";1987;"YFT";"M";122;32.5
"BIOMCO";1987;"YFT";"M";94.5;17
"BIOMCO";1987;"YFT";"M";92;16.5
"BIOMCO";1987;"YFT";"M";122.5;34.5
"BIOMCO";1987;"YFT";"M";140;49.5
"BIOMCO";1987;"YFT";"F";127.5;35
"BIOMCO";1987;"YFT";"M";124.5;32
"BIOMCO";1987;"YFT";"F";129;36
"BIOMCO";1987;"YFT";"F";121.5;31
"BIOMCO";1987;"YFT";"F";89;12.5
"BIOMCO";1987;"YFT";"M";120;33.5
"BIOMCO";1987;"YFT";"M";143;51.5
"BIOMCO";1987;"YFT";"M";116;29
"BIOMCO";1987;"YFT";"F";118.5;30
"BIOMCO";1987;"YFT";"F";123;34
"BIOMCO";1987;"YFT";"M";149;65.5
"BIOMCO";1987;"YFT";"M";87;11.5
"BIOMCO";1987;"YFT";"F";86.5;12.5
"BIOMCO";1987;"YFT";"F";85;12
"BIOMCO";1987;"YFT";"F";85.5;13
"BIOMCO";1987;"YFT";"F";80;10
"BIOMCO";1987;"YFT";"F";86.5;12.5
"BIOMCO";1987;"YFT";"F";80;10.5
"BIOMCO";1987;"YFT";"F";124;35
"BIOMCO";1987;"YFT";"M";132;42.5
"BIOMCO";1987;"YFT";"F";118;30.5
"BIOMCO";1987;"YFT";"M";125;37
"BIOMCO";1987;"YFT";"F";123.5;33.5
"BIOMCO";1987;"YFT";"F";122;33
"BIOMCO";1987;"YFT";"M";127.5;38.5
"BIOMCO";1987;"YFT";"M";119.5;31.5
"BIOMCO";1987;"YFT";"M";123.5;35
"BIOMCO";1987;"YFT";"M";144.5;57
"BIOMCO";1987;"YFT";"M";142;51.5
"BIOMCO";1987;"YFT";"F";124;34.5
"BIOMCO";1987;"YFT";"M";133.5;45.5
"BIOMCO";1987;"YFT";"F";134.5;48
"BIOMCO";1987;"YFT";"F";75;8
"BIOMCO";1987;"YFT";"M";76.5;10
"BIOMCO";1987;"YFT";"M";84;11.5
"BIOMCO";1987;"YFT";"F";92;15
"BIOMCO";1987;"YFT";"M";88.5;14
"BIOMCO";1987;"YFT";"F";82.5;10.5
"BIOMCO";1987;"YFT";"M";97.5;16.5
"BIOMCO";1987;"YFT";"F";89;14
"BIOMCO";1987;"YFT";"F";107;21.5
"BIOMCO";1987;"YFT";"F";81;10
"BIOMCO";1987;"YFT";"M";92;15
"BIOMCO";1987;"YFT";"F";120.5;32
"BIOMCO";1987;"YFT";"M";134.5;47
"BIOMCO";1987;"YFT";"M";138.5;53.5
"BIOMCO";1987;"YFT";"M";124.5;36.5
"BIOMCO";1987;"YFT";"M";141;54.5
"BIOMCO";1987;"YFT";"M";142;60.5
"BIOMCO";1987;"YFT";"M";137;54.5
"BIOMCO";1987;"YFT";"M";135;46.5
"BIOMCO";1987;"YFT";"M";127;39
"BIOMCO";1987;"YFT";"M";132;43
"BIOMCO";1987;"YFT";"F";124.5;33
"BIOMCO";1987;"YFT";"M";123.5;35.5
"BIOMCO";1988;"YFT";"M";90.5;13
"BIOMCO";1988;"YFT";"M";123.5;37
"BIOMCO";1988;"YFT";"M";156;80
"BIOMCO";1988;"YFT";"M";88.5;13.5
"BIOMCO";1988;"YFT";"M";116.5;29
"BIOMCO";1988;"YFT";"M";77.5;9
"BIOMCO";1988;"YFT";"M";93.5;14.5
"BIOMCO";1988;"YFT";"M";123.5;37
"BIOMCO";1988;"YFT";"F";128;39.5
"BIOMCO";1988;"YFT";"M";94;15.5
"BIOMCO";1988;"YFT";"F";91;14
"BIOMCO";1988;"YFT";"M";92.5;14
"BIOMCO";1988;"YFT";"M";79;9.5
"BIOMCO";1988;"YFT";"F";83;11
"BIOMCO";1988;"YFT";"F";72;7.5
"BIOMCO";1988;"YFT";"M";86.5;11
"BIOMCO";1988;"YFT";"M";87.5;12.5
"BIOMCO";1988;"YFT";"M";83.5;10.5
"BIOMCO";1988;"YFT";"F";75;9
"BIOMCO";1988;"YFT";"M";86.5;11.5
"BIOMCO";1988;"YFT";"F";115.5;29.5
"BIOMCO";1988;"YFT";"M";143;53
"BIOMCO";1988;"YFT";"F";123;34
"BIOMCO";1988;"YFT";"M";144.5;59
"BIOMCO";1988;"YFT";"M";123.5;36
"BIOMCO";1988;"YFT";"M";125.5;35.5
"BIOMCO";1988;"YFT";"F";96.5;16.5
"BIOMCO";1988;"YFT";"M";111;23.5
"BIOMCO";1988;"YFT";"F";94.5;16.5
"BIOMCO";1988;"YFT";"F";100;17.5
"BIOMCO";1988;"YFT";"F";139;51
"BIOMCO";1988;"YFT";"F";70;6.5
"BIOMCO";1988;"YFT";"M";79;9.5
"BIOMCO";1988;"YFT";"M";125;40
"BIOMCO";1988;"YFT";"M";91.5;14.5
"BIOMCO";1988;"YFT";"M";81.5;11
"BIOMCO";1988;"YFT";"F";92;15
"BIOMCO";1988;"YFT";"F";95;16.5
"BIOMCO";1988;"YFT";"M";143;55.5
"BIOMCO";1988;"YFT";"F";126.5;36.5
"BIOMCO";1988;"YFT";"F";118;34
"BIOMCO";1988;"YFT";"M";95.5;18
"BIOMCO";1988;"YFT";"F";93.5;17.5
"BIOMCO";1988;"YFT";"F";87;13
"BIOMCO";1988;"YFT";"F";129;42
"BIOMCO";1988;"YFT";"M";124.5;39.5
"BIOMCO";1988;"YFT";"M";124;37
"BIOMCO";1988;"YFT";"M";135.5;49
"BIOMCO";1988;"YFT";"M";145;65
"BIOMCO";1988;"YFT";"M";94;15.5
"BIOMCO";1988;"YFT";"F";134;43.5
"BIOMCO";1988;"YFT";"F";92;14.5
"BIOMCO";1988;"YFT";"M";92;15.5
"BIOMCO";1988;"YFT";"F";49;2.7
"BIOMCO";1988;"YFT";"M";130;39
"BIOMCO";1988;"YFT";"M";127;38
"BIOMCO";1988;"YFT";"F";81;10.5
"BIOMCO";1988;"YFT";"M";92;15
"BIOMCO";1988;"YFT";"M";92;15.5
"BIOMCO";1988;"YFT";"M";135;50.5
"BIOMCO";1988;"YFT";"M";125;48.5
"BIOMCO";1988;"YFT";"F";125.5;37.5
"BIOMCO";1988;"YFT";"F";120.5;34.5
"BIOMCO";1988;"YFT";"F";120;32.5
"BIOMCO";1988;"YFT";"F";120.5;33.5
"BIOMCO";1988;"YFT";"F";125;37.5
"BIOMCO";1988;"YFT";"M";90;13
"BIOMCO";1988;"YFT";"F";96;16.5
"BIOMCO";1988;"YFT";"F";132;43
"BIOMCO";1988;"YFT";"M";127.5;37
"BIOMCO";1988;"YFT";"F";123;35
"BIOMCO";1988;"YFT";"F";125.5;38.5
"BIOMCO";1988;"YFT";"F";118.5;31.5
"BIOMCO";1988;"YFT";"F";123.5;36.5
"BIOMCO";1988;"YFT";"F";121.5;33
"BIOMCO";1988;"YFT";"F";122;34.5
"BIOMCO";1988;"YFT";"M";125;40.5
"BIOMCO";1988;"YFT";"M";122.5;38
"BIOMCO";1988;"YFT";"F";105.5;24
"BIOMCO";1988;"YFT";"M";135;54.5
"BIOMCO";1988;"YFT";"M";121.5;33
"BIOMCO";1988;"YFT";"M";131;51
"BIOMCO";1988;"YFT";"M";141.5;53.5
"BIOMCO";1988;"YFT";"M";140;51.5
"BIOMCO";1988;"YFT";"F";124;39.5
"BIOMCO";1988;"YFT";"F";138.5;54.5
"BIOMCO";1988;"YFT";"M";120;35.5
"BIOMCO";1988;"YFT";"F";126;42.5
"BIOMCO";1988;"YFT";"M";124;36
"BIOMCO";1988;"YFT";"F";152;65.5
"BIOMCO";1988;"YFT";"M";138;53
"BIOMCO";1988;"YFT";"F";147.5;63
"BIOMCO";1988;"YFT";"F";121.5;34.5
"BIOMCO";1988;"YFT";"M";125.5;39
"BIOMCO";1988;"YFT";"F";129;41
"BIOMCO";1988;"YFT";"M";138.5;58
"BIOMCO";1988;"YFT";"M";123.5;36.5
"BIOMCO";1988;"YFT";"F";122.5;35
"BIOMCO";1988;"YFT";"F";113.5;29
"BIOMCO";1988;"YFT";"M";114;28
"BIOMCO";1988;"YFT";"M";127;41.5
"BIOMCO";1988;"YFT";"F";116.5;31.5
"BIOMCO";1988;"YFT";"F";137.5;47
"BIOMCO";1988;"YFT";"M";125;35
"BIOMCO";1988;"YFT";"F";125;35
"BIOMCO";1988;"YFT";"M";138.5;55
"BIOMCO";1988;"YFT";"M";139;56
"BIOMCO";1988;"YFT";"F";126;43.5
"BIOMCO";1988;"YFT";"M";118.5;35
"BIOMCO";1988;"YFT";"M";132;44.5
"BIOMCO";1988;"YFT";"M";136;52
"BIOMCO";1988;"YFT";"F";104;23
"BIOMCO";1988;"YFT";"M";141;60.5
"BIOMCO";1988;"YFT";"M";136;53
"BIOMCO";1988;"YFT";"M";132;49.5
"BIOMCO";1988;"YFT";"M";137;50.5
"BIOMCO";1988;"YFT";"F";124;39.5
"BIOMCO";1988;"YFT";"M";124;37
"BIOMCO";1988;"YFT";"M";125;35.5
"BIOMCO";1988;"YFT";"M";141;61
"BIOMCO";1988;"YFT";"F";114;27.5
"BIOMCO";1988;"YFT";"M";138;56
"BIOMCO";1988;"YFT";"M";135;54
"BIOMCO";1988;"YFT";"F";121;38.5
"BIOMCO";1988;"YFT";"M";141;59
"BIOMCO";1988;"YFT";"F";121;38
"BIOMCO";1988;"YFT";"F";125;39
"BIOMCO";1988;"YFT";"M";140;57
"BIOMCO";1988;"YFT";"F";130;45
"BIOMCO";1988;"YFT";"M";130;44
"BIOMCO";1988;"YFT";"M";154;70.5
"BIOMCO";1988;"YFT";"F";141;59
"BIOMCO";1988;"YFT";"F";86;13
"BIOMCO";1988;"YFT";"M";84;12.5
"BIOMCO";1988;"YFT";"F";93;14.5
"BIOMCO";1988;"YFT";"M";89;14
"BIOMCO";1988;"YFT";"F";84.5;12
"BIOMCO";1988;"YFT";"F";95;16
"BIOMCO";1988;"YFT";"M";96;16.5
"BIOMCO";1988;"YFT";"M";96;17
"BIOMCO";1988;"YFT";"M";96;20
"BIOMCO";1988;"YFT";"M";92;15
"BIOMCO";1988;"YFT";"M";99;19
"BIOMCO";1988;"YFT";"M";137;53
"BIOMCO";1988;"YFT";"F";123;38
"BIOMCO";1988;"YFT";"F";141.5;49.5
"BIOMCO";1988;"YFT";"M";122;38.5
"BIOMCO";1988;"YFT";"M";151;66.5
"BIOMCO";1988;"YFT";"M";142.5;55
"BIOMCO";1988;"YFT";"M";154;72
"BIOMCO";1988;"YFT";"M";98;21
"BIOMCO";1988;"YFT";"M";122.5;37
"BIOMCO";1988;"YFT";"F";119.5;32
"BIOMCO";1988;"YFT";"F";121.5;35
"BIOMCO";1988;"YFT";"F";125;34
"BIOMCO";1988;"YFT";"M";144.5;58.5
"BIOMCO";1988;"YFT";"F";123;37.5
"BIOMCO";1988;"YFT";"M";133.5;43
"BIOMCO";1988;"YFT";"F";128;42
"BIOMCO";1988;"YFT";"M";96;18
"BIOMCO";1988;"YFT";"M";100.5;19
"BIOMCO";1988;"YFT";"M";143.5;60.5
"BIOMCO";1988;"YFT";"F";111.5;26
"BIOMCO";1988;"YFT";"F";116;31.5
"BIOMCO";1988;"YFT";"F";123;33.5
"BIOMCO";1988;"YFT";"F";87;14
"BIOMCO";1988;"YFT";"M";103;21.5
"BIOMCO";1988;"YFT";"F";101.5;20.5
"BIOMCO";1988;"YFT";"F";120;34
"BIOMCO";1988;"YFT";"F";125;39
"BIOMCO";1988;"YFT";"M";122.5;35.5
"BIOMCO";1988;"YFT";"M";130;45
"BIOMCO";1988;"YFT";"F";135.5;46.5
"BIOMCO";1988;"YFT";"F";122;37
"BIOMCO";1988;"YFT";"M";128;45
"BIOMCO";1988;"YFT";"M";125.5;41.5
"BIOMCO";1988;"YFT";"M";137;52.5
"BIOMCO";1988;"YFT";"M";125;38.5
"BIOMCO";1988;"YFT";"M";140.5;53.5
"BIOMCO";1988;"YFT";"M";123;38
"BIOMCO";1988;"YFT";"M";132;46
"BIOMCO";1988;"YFT";"F";131;47.5
"BIOMCO";1988;"YFT";"M";128.5;41
"BIOMCO";1988;"YFT";"M";147;59.5
"BIOMCO";1988;"YFT";"F";128.5;40.5
"BIOMCO";1988;"YFT";"F";128;40.5
"BIOMCO";1988;"YFT";"M";139;52
"BIOMCO";1988;"YFT";"F";135.5;46
"BIOMCO";1988;"YFT";"F";125;37
"BIOMCO";1988;"YFT";"F";140;53.5
"BIOMCO";1988;"YFT";"M";96;17.5
"BIOMCO";1988;"YFT";"F";104;23
"BIOMCO";1988;"YFT";"M";92.5;15.5
"BIOMCO";1988;"YFT";"F";103;21.5
"BIOMCO";1988;"YFT";"M";162;78
"BIOMCO";1988;"YFT";"F";94;16.5
"BIOMCO";1988;"YFT";"M";151;63
"BIOMCO";1988;"YFT";"M";100;18.5
"BIOMCO";1988;"YFT";"M";138;59
"BIOMCO";1988;"YFT";"M";100;20
"BIOMCO";1988;"YFT";"F";122.5;39
"BIOMCO";1988;"YFT";"F";123;36
"BIOMCO";1988;"YFT";"M";134;51.5
"BIOMCO";1988;"YFT";"F";148.5;62
"BIOMCO";1988;"YFT";"M";143.5;69
"BIOMCO";1988;"YFT";"F";139.5;54.5
"BIOMCO";1988;"YFT";"M";143;61
"BIOMCO";1988;"YFT";"M";153.5;68
"BIOMCO";1988;"YFT";"M";139.5;56.5
"BIOMCO";1988;"YFT";"F";131;45
"BIOMCO";1988;"YFT";"M";145.5;60
"BIOMCO";1988;"YFT";"M";148;63
"BIOMCO";1988;"YFT";"M";126;41.5
"BIOMCO";1988;"YFT";"M";129;42
"BIOMCO";1988;"YFT";"F";127;38
"BIOMCO";1988;"YFT";"M";107;24
"BIOMCO";1988;"YFT";"F";137;52.5
"BIOMCO";1988;"YFT";"M";153.5;69.5
"BIOMCO";1988;"YFT";"M";155;74.5
"BIOMCO";1988;"YFT";"F";159.5;77
"BIOMCO";1988;"YFT";"M";124;40
"BIOMCO";1988;"YFT";"M";122;32.5
"BIOMCO";1988;"YFT";"F";103;21.5
"BIOMCO";1988;"YFT";"M";132;42
"BIOMCO";1988;"YFT";"M";123;36.5
"BIOMCO";1988;"YFT";"F";125;36.5
"BIOMCO";1988;"YFT";"M";143;55
"BIOMCO";1988;"YFT";"F";127;38
"BIOMCO";1988;"YFT";"M";145.5;62.5
"BIOMCO";1988;"YFT";"F";101.5;21.5
"BIOMCO";1988;"YFT";"F";128;40
"BIOMCO";1988;"YFT";"M";128;41.5
"BIOMCO";1988;"YFT";"F";113;26.5
"BIOMCO";1988;"YFT";"M";153.5;70.5
"BIOMCO";1988;"YFT";"F";129;43
"BIOMCO";1988;"YFT";"F";130.5;40.5
"BIOMCO";1988;"YFT";"F";138;47.5
"BIOMCO";1988;"YFT";"F";135.5;47.5
"BIOMCO";1988;"YFT";"F";125;38
"BIOMCO";1988;"YFT";"F";127;41
"BIOMCO";1988;"YFT";"F";129;42
"BIOMCO";1988;"YFT";"M";139.5;55.5
"BIOMCO";1988;"YFT";"M";143;62
"BIOMCO";1988;"YFT";"M";164;86
"BIOMCO";1988;"YFT";"M";150;74
"BIOMCO";1988;"YFT";"F";123;36
"BIOMCO";1988;"YFT";"M";148;66
"BIOMCO";1988;"YFT";"F";128.5;42.5
"BIOMCO";1988;"YFT";"M";129;42
"BIOMCO";1988;"YFT";"F";106;22
"BIOMCO";1988;"YFT";"F";132;44.5
"BIOMCO";1988;"YFT";"M";125;40.5
"BIOMCO";1988;"YFT";"M";130;47.5
"BIOMCO";1988;"YFT";"M";131.5;47
"BIOMCO";1988;"YFT";"M";131;46
"BIOMCO";1988;"YFT";"M";115;31.5
"BIOMCO";1988;"YFT";"F";133;49.5
"BIOMCO";1988;"YFT";"F";147;63
"BIOMCO";1988;"YFT";"F";129;41.5
"BIOMCO";1988;"YFT";"M";127;43
"BIOMCO";1988;"YFT";"M";136;50
"BIOMCO";1988;"YFT";"M";131;41.5
"BIOMCO";1988;"YFT";"M";101.5;21.5
"BIOMCO";1988;"YFT";"F";128;42.5
"BIOMCO";1988;"YFT";"F";132.5;44
"BIOMCO";1988;"YFT";"M";140;52.5
"BIOMCO";1988;"YFT";"F";127.5;43
"BIOMCO";1988;"YFT";"M";132;51.5
"BIOMCO";1988;"YFT";"M";145;61
"BIOMCO";1988;"YFT";"M";155.5;78.5
"BIOMCO";1988;"YFT";"M";141;52.5
"BIOMCO";1988;"YFT";"M";140;61
"BIOMCO";1988;"YFT";"M";148.5;67.5
"BIOMCO";1988;"YFT";"M";119.5;33.5
"BIOMCO";1988;"YFT";"F";147;62
"BIOMCO";1988;"YFT";"M";132.5;44.5
"BIOMCO";1988;"YFT";"F";119;33
"BIOMCO";1988;"YFT";"M";125.5;38.5
"BIOMCO";1988;"YFT";"F";128;38.5
"BIOMCO";1988;"YFT";"M";126;43
"BIOMCO";1988;"YFT";"M";129.5;44
"BIOMCO";1988;"YFT";"M";142;55
"BIOMCO";1988;"YFT";"M";144;57.5
"BIOMCO";1988;"YFT";"M";128;40.5
"BIOMCO";1988;"YFT";"M";131.5;45.5
"BIOMCO";1988;"YFT";"M";98;15.5
"BIOMCO";1988;"YFT";"M";93;15
"BIOMCO";1988;"YFT";"F";101;18
"BIOMCO";1988;"YFT";"M";114.5;28.5
"BIOMCO";1988;"YFT";"M";151;65
"BIOMCO";1988;"YFT";"M";146.5;62.5
"BIOMCO";1988;"YFT";"F";142;53.5
"BIOMCO";1988;"YFT";"F";147;59
"BIOMCO";1988;"YFT";"F";131;41.5
"BIOMCO";1988;"YFT";"M";141.5;59
"BIOMCO";1988;"YFT";"F";100.5;18
"BIOMCO";1988;"YFT";"M";96.5;16
"BIOMCO";1988;"YFT";"M";127;40
"BIOMCO";1988;"YFT";"F";120;33.5
"BIOMCO";1988;"YFT";"M";147;68.5
"BIOMCO";1988;"YFT";"M";152;65.5
"BIOMCO";1988;"YFT";"M";149;63.5
"BIOMCO";1988;"YFT";"M";144.5;58.5
"BIOMCO";1988;"YFT";"M";134;49
"BIOMCO";1988;"YFT";"M";125;42.5
"BIOMCO";1988;"YFT";"F";141.5;56.5
"BIOMCO";1988;"YFT";"F";137;52.5
"BIOMCO";1988;"YFT";"F";129;42
"BIOMCO";1988;"YFT";"M";131;49
"BIOMCO";1988;"YFT";"M";152.5;78
"BIOMCO";1988;"YFT";"M";120;33.5
"BIOMCO";1988;"YFT";"M";156;82
"BIOMCO";1988;"YFT";"M";149;66
"BIOMCO";1988;"YFT";"F";132;50.5
"BIOMCO";1988;"YFT";"F";138;51.5
"BIOMCO";1988;"YFT";"M";140.5;52.5
"BIOMCO";1988;"YFT";"F";142.5;62
"BIOMCO";1988;"YFT";"M";157.5;73.5
"BIOMCO";1988;"YFT";"F";145.5;60.5
"BIOMCO";1988;"YFT";"M";94;15
"BIOMCO";1988;"YFT";"F";106.5;23.5
"BIOMCO";1988;"YFT";"F";97;16.5
"BIOMCO";1988;"YFT";"M";105;21.5
"BIOMCO";1988;"YFT";"F";99;17.5
"BIOMCO";1988;"YFT";"F";122;35
"BIOMCO";1988;"YFT";"M";100;18.5
"BIOMCO";1988;"YFT";"F";101;19.5
"BIOMCO";1988;"YFT";"F";141;51.5
"BIOMCO";1988;"YFT";"M";127.5;40
"BIOMCO";1988;"YFT";"F";143.5;57
"BIOMCO";1988;"YFT";"M";101;18.5
"BIOMCO";1988;"YFT";"M";137.5;50
"BIOMCO";1988;"YFT";"F";101.5;20.5
"BIOMCO";1988;"YFT";"F";111.5;24
"BIOMCO";1988;"YFT";"M";143;54
"BIOMCO";1988;"YFT";"F";114.5;28
"BIOMCO";1988;"YFT";"F";123;36
"BIOMCO";1988;"YFT";"M";139;52.5
"BIOMCO";1988;"YFT";"M";90;12.5
"BIOMCO";1988;"YFT";"M";101;19.5
"BIOMCO";1988;"YFT";"F";118;32
"BIOMCO";1988;"YFT";"F";130;45.5
"BIOMCO";1988;"YFT";"M";130.5;41.5
"BIOMCO";1988;"YFT";"F";97;15.5
"BIOMCO";1988;"YFT";"F";99;17
"BIOMCO";1988;"YFT";"F";92;14.5
"BIOMCO";1988;"YFT";"M";138.5;51
"BIOMCO";1988;"YFT";"M";145;62.5
"BIOMCO";1988;"YFT";"F";136;46.5
"BIOMCO";1988;"YFT";"M";139;53.5
"BIOMCO";1988;"YFT";"M";131;43
"BIOMCO";1988;"YFT";"F";127.5;39.5
"BIOMCO";1988;"YFT";"F";126.5;39
"BIOMCO";1988;"YFT";"M";100;18.5
"BIOMCO";1988;"YFT";"F";89;13.5
"BIOMCO";1988;"YFT";"M";103;20
"BIOMCO";1988;"YFT";"M";136;50.5
"BIOMCO";1988;"YFT";"M";144;56.5
"BIOMCO";1988;"YFT";"F";105.5;21.5
"BIOMCO";1988;"YFT";"F";124;35.5
"BIOMCO";1988;"YFT";"F";128;39
"BIOMCO";1988;"YFT";"F";134.5;46.5
"BIOMCO";1988;"YFT";"M";98;18
"BIOMCO";1988;"YFT";"F";100;18
"BIOMCO";1988;"YFT";"F";123;35.5
"BIOMCO";1988;"YFT";"M";129.5;41.5
"BIOMCO";1988;"YFT";"M";136;48
"BIOMCO";1988;"YFT";"M";142;54
"BIOMCO";1988;"YFT";"F";92;13.5
"BIOMCO";1988;"YFT";"M";99;19
"BIOMCO";1988;"YFT";"F";139.5;50
"BIOMCO";1988;"YFT";"M";102;19
"BIOMCO";1988;"YFT";"M";99;17.5
"BIOMCO";1988;"YFT";"F";98;17
"BIOMCO";1988;"YFT";"F";140;50
"BIOMCO";1988;"YFT";"M";148;61.5
"BIOMCO";1988;"YFT";"M";136.5;46
"BIOMCO";1988;"YFT";"M";145;60
"BIOMCO";1988;"YFT";"F";98;16.5
"BIOMCO";1988;"YFT";"M";154;65
"BIOMCO";1988;"YFT";"M";128;40
"BIOMCO";1988;"YFT";"M";136;50
"BIOMCO";1988;"YFT";"M";105;22.5
"BIOMCO";1988;"YFT";"F";136;47
"BIOMCO";1988;"YFT";"M";146.5;56.5
"BIOMCO";1988;"YFT";"F";95;14.5
"BIOMCO";1988;"YFT";"F";97;16
"BIOMCO";1988;"YFT";"F";95;15
"BIOMCO";1988;"YFT";"M";138;52.5
"BIOMCO";1988;"YFT";"F";131;48
"BIOMCO";1988;"YFT";"M";139;55
"BIOMCO";1988;"YFT";"M";143;54.5
"BIOMCO";1988;"YFT";"M";142;59.5
"BIOMCO";1988;"YFT";"F";97;17.5
"BIOMCO";1988;"YFT";"F";127;42
"BIOMCO";1988;"YFT";"M";97;16
"BIOMCO";1988;"YFT";"M";81.5;10.5
"BIOMCO";1988;"YFT";"F";142;51
"BIOMCO";1988;"YFT";"M";132;47
"BIOMCO";1988;"YFT";"F";140;52
"BIOMCO";1988;"YFT";"F";98;16.5
"BIOMCO";1988;"YFT";"M";137;50
"BIOMCO";1988;"YFT";"M";130;44.5
"BIOMCO";1988;"YFT";"M";138;51
"BIOMCO";1988;"YFT";"M";138;52.5
"BIOMCO";1988;"YFT";"F";97;15
"BIOMCO";1988;"YFT";"M";149;63.5
"BIOMCO";1988;"YFT";"M";143;54.5
"BIOMCO";1988;"YFT";"M";131;43.5
"BIOMCO";1988;"YFT";"M";130;42
"BIOMCO";1988;"YFT";"M";104;21
"BIOMCO";1988;"YFT";"F";106;24
"BIOMCO";1988;"YFT";"F";113;29
"BIOMCO";1988;"YFT";"F";126;41
"BIOMCO";1988;"YFT";"M";89;13.5
"BIOMCO";1988;"YFT";"M";65;5.5
"BIOMCO";1988;"YFT";"M";76;9
"BIOMCO";1988;"YFT";"F";108;23.5
"BIOMCO";1988;"YFT";"M";104;22.5
"BIOMCO";1988;"YFT";"F";119;33.5
"BIOMCO";1988;"YFT";"F";79;9.5
"BIOMCO";1988;"YFT";"M";92;15.5
"BIOMCO";1988;"YFT";"M";107;25
"BIOMCO";1988;"YFT";"F";116;28.5
"BIOMCO";1988;"YFT";"M";108;25
"BIOMCO";1988;"YFT";"M";122;34
"BIOMCO";1988;"YFT";"M";115;30
"BIOMCO";1988;"YFT";"M";85;12
"BIOMCO";1988;"YFT";"M";115;31.5
"BIOMCO";1988;"YFT";"F";99;19
"BIOMCO";1988;"YFT";"M";77;8.5
"BIOMCO";1988;"YFT";"M";80;10
"BIOMCO";1988;"YFT";"M";116;28
"BIOMCO";1988;"YFT";"F";113;27
"BIOMCO";1988;"YFT";"F";97;17
"BIOMCO";1988;"YFT";"F";120;35.5
"BIOMCO";1988;"YFT";"F";123;33.5
"BIOMCO";1988;"YFT";"F";118;33
"BIOMCO";1988;"YFT";"F";109;26
"BIOMCO";1988;"YFT";"F";135;50.5
"BIOMCO";1988;"YFT";"F";110;25
"BIOMCO";1988;"YFT";"M";131;46.5
"BIOMCO";1988;"YFT";"F";131;44
"BIOMCO";1988;"YFT";"M";130;43
"BIOMCO";1988;"YFT";"F";102;21
"BIOMCO";1988;"YFT";"F";104;22.5
"BIOMCO";1988;"YFT";"F";123;44
"BIOMCO";1988;"YFT";"M";114;30
"BIOMCO";1988;"YFT";"M";144;61.5
"BIOMCO";1988;"YFT";"M";130;50
"BIOMCO";1988;"YFT";"F";120;39
"BIOMCO";1988;"YFT";"F";128;44
"BIOMCO";1988;"YFT";"M";135;52
"BIOMCO";1988;"YFT";"F";133;46.5
"BIOMCO";1988;"YFT";"M";146;60
"BIOMCO";1988;"YFT";"M";136;52.5
"BIOMCO";1988;"YFT";"M";140;58
"BIOMCO";1988;"YFT";"M";142;61
"BIOMCO";1988;"YFT";"M";157;76
"BIOMCO";1988;"YFT";"F";119;32.5
"BIOMCO";1988;"YFT";"M";131;45
"BIOMCO";1988;"YFT";"M";126;42.5
"BIOMCO";1988;"YFT";"M";127;41.5
"BIOMCO";1988;"YFT";"F";111;38.5
"BIOMCO";1988;"YFT";"M";125;42
"BIOMCO";1988;"YFT";"M";123;46.5
"BIOMCO";1988;"YFT";"F";125;42.5
"BIOMCO";1988;"YFT";"M";103;20
"BIOMCO";1988;"YFT";"M";108;25.5
"BIOMCO";1988;"YFT";"F";91;15.5
"BIOMCO";1988;"YFT";"M";131;49
"BIOMCO";1988;"YFT";"F";124;39
"BIOMCO";1988;"YFT";"M";134;50
"BIOMCO";1988;"YFT";"M";133;46
"BIOMCO";1988;"YFT";"M";130;44
"BIOMCO";1988;"YFT";"M";136;51.5
"BIOMCO";1988;"YFT";"M";130;44
"BIOMCO";1988;"YFT";"F";134;47
"BIOMCO";1988;"YFT";"F";127;41
"BIOMCO";1988;"YFT";"M";130;44.5
"BIOMCO";1988;"YFT";"M";130;45.5
"BIOMCO";1988;"YFT";"F";108;24.5
"BIOMCO";1988;"YFT";"M";124;39.5
"BIOMCO";1988;"YFT";"M";122;37.5
"BIOMCO";1988;"YFT";"M";135;50.5
"BIOMCO";1988;"YFT";"F";145;58.5
"BIOMCO";1988;"YFT";"F";112;27.5
"BIOMCO";1988;"YFT";"F";123;39
"BIOM-BET";1988;"BET";NA;56;3.8
"BIOMCO";1988;"YFT";"M";139;56
"BIOMCO";1988;"YFT";"F";106;22
"BIOMCO";1988;"YFT";"M";137;54.5
"BIOMCO";1988;"YFT";"M";146;59.5
"BIOMCO";1988;"YFT";"M";117;31.5
"BIOMCO";1988;"YFT";"M";130;47.5
"BIOMCO";1988;"YFT";"M";119.5;35.5
"BIOMCO";1988;"YFT";"F";127;44
"BIOMCO";1988;"YFT";"M";123;35
"BIOMCO";1988;"YFT";"F";135;51
"BIOMCO";1988;"YFT";"F";141;55.5
"BIOMCO";1988;"YFT";"M";144;60.5
"BIOMCO";1988;"YFT";"F";130;47.5
"BIOMCO";1988;"YFT";"F";126;39.5
"BIOMCO";1988;"YFT";"M";134;45
"BIOMCO";1988;"YFT";"F";132.5;45
"BIOMCO";1988;"YFT";"M";143;57
